"lead_id","area_id","price_min","price_max","category_id","property_id"
6699,0,NULL,NULL,NULL,162608
6700,0,NULL,NULL,NULL,0
6701,0,NULL,NULL,NULL,162165
6702,0,NULL,NULL,NULL,0
6703,0,NULL,NULL,NULL,0
6704,0,NULL,NULL,NULL,161880
6705,0,NULL,NULL,NULL,0
6706,0,NULL,NULL,NULL,162323
6707,0,NULL,NULL,NULL,162677
6708,0,NULL,NULL,NULL,162211
6709,0,NULL,NULL,NULL,162669
6710,0,NULL,NULL,NULL,162219
6711,0,NULL,NULL,NULL,157908
6712,0,NULL,NULL,NULL,0
6713,0,NULL,NULL,NULL,0
6714,0,NULL,NULL,NULL,0
6715,0,NULL,NULL,NULL,162100
6716,0,NULL,NULL,NULL,162100
6717,0,NULL,NULL,NULL,161145
6718,0,NULL,NULL,NULL,0
6719,0,NULL,NULL,NULL,0
6720,0,NULL,NULL,NULL,0
6721,0,NULL,NULL,NULL,0
6722,0,NULL,NULL,NULL,0
6723,0,NULL,NULL,NULL,0
6724,0,NULL,NULL,NULL,0
6725,0,NULL,NULL,NULL,0
6726,0,NULL,NULL,NULL,162325
6727,0,NULL,NULL,NULL,162633
6728,0,NULL,NULL,NULL,0
6729,0,NULL,NULL,NULL,162608
6730,0,NULL,NULL,NULL,162100
6731,0,NULL,NULL,NULL,0
6732,0,NULL,NULL,NULL,162646
6733,0,NULL,NULL,NULL,162253
6734,0,NULL,NULL,NULL,0
6735,0,NULL,NULL,NULL,162266
6736,0,NULL,NULL,NULL,161856
6737,0,NULL,NULL,NULL,162219
6738,0,NULL,NULL,NULL,158342
6739,0,NULL,NULL,NULL,162755
6740,0,NULL,NULL,NULL,0
6741,0,NULL,NULL,NULL,0
6742,0,NULL,NULL,NULL,0
6743,0,NULL,NULL,NULL,162559
6744,0,NULL,NULL,NULL,162595
6745,0,NULL,NULL,NULL,162658
6746,0,NULL,NULL,NULL,162710
6747,0,NULL,NULL,NULL,162613
6748,0,NULL,NULL,NULL,162608
6749,0,NULL,NULL,NULL,162213
6750,0,NULL,NULL,NULL,0
6751,0,NULL,NULL,NULL,162316
6752,0,NULL,NULL,NULL,0
6753,0,NULL,NULL,NULL,161856
6754,0,NULL,NULL,NULL,0
6755,0,NULL,NULL,NULL,0
6756,0,NULL,NULL,NULL,0
6757,0,NULL,NULL,NULL,162648
6758,0,NULL,NULL,NULL,162007
6759,0,NULL,NULL,NULL,162211
6760,0,NULL,NULL,NULL,162658
6761,0,NULL,NULL,NULL,0
6762,0,NULL,NULL,NULL,0
6763,0,NULL,NULL,NULL,162164
6764,0,NULL,NULL,NULL,162525
6765,0,NULL,NULL,NULL,0
6766,0,NULL,NULL,NULL,0
6767,0,NULL,NULL,NULL,162528
6768,0,NULL,NULL,NULL,162755
6769,0,NULL,NULL,NULL,0
6770,0,NULL,NULL,NULL,155684
6771,0,NULL,NULL,NULL,0
6772,0,NULL,NULL,NULL,162613
6773,65,NULL,NULL,7,0
6774,65,NULL,NULL,7,0
6775,0,NULL,NULL,NULL,162164
6776,0,NULL,NULL,NULL,158698
6777,0,NULL,NULL,NULL,162677
6778,0,NULL,NULL,NULL,0
6779,0,NULL,NULL,NULL,0
6780,0,NULL,NULL,NULL,0
6781,0,NULL,NULL,NULL,162667
6782,0,NULL,NULL,NULL,162691
6783,0,NULL,NULL,NULL,162806
6784,0,NULL,NULL,NULL,162809
6785,0,NULL,NULL,NULL,162302
6786,0,NULL,NULL,NULL,161156
6787,0,NULL,NULL,NULL,162169
6788,0,NULL,NULL,NULL,161345
6789,0,NULL,NULL,NULL,162219
6790,0,NULL,NULL,NULL,162282
6791,0,NULL,NULL,NULL,162793
6792,0,NULL,NULL,NULL,0
6793,0,NULL,NULL,NULL,162169
6794,0,NULL,NULL,NULL,161561
6795,0,NULL,NULL,NULL,0
6796,0,NULL,NULL,NULL,161941
6797,0,NULL,NULL,NULL,0
6798,0,NULL,NULL,NULL,162739
6799,0,NULL,NULL,NULL,162253
6800,0,NULL,NULL,NULL,162788
6801,0,NULL,NULL,NULL,162816
6802,0,NULL,NULL,NULL,162697
6803,0,NULL,NULL,NULL,162609
6804,0,NULL,NULL,NULL,162595
6805,11,NULL,NULL,1,0
6806,0,NULL,NULL,NULL,160994
6807,0,NULL,NULL,NULL,162100
6808,0,NULL,NULL,NULL,160994
6809,0,NULL,NULL,NULL,162814
6810,0,NULL,NULL,NULL,0
6811,0,NULL,NULL,NULL,162615
6812,65,NULL,NULL,NULL,161971
6813,0,NULL,NULL,NULL,162675
6814,0,NULL,NULL,NULL,162562
6815,0,NULL,NULL,NULL,0
6816,0,NULL,NULL,NULL,0
6817,0,NULL,NULL,NULL,0
6818,0,NULL,NULL,NULL,0
6819,0,NULL,NULL,NULL,161098
6820,0,NULL,NULL,NULL,162499
6821,0,NULL,NULL,NULL,162080
6822,0,NULL,NULL,NULL,160074
6823,0,NULL,NULL,NULL,161397
6824,0,NULL,NULL,NULL,0
6825,0,NULL,NULL,NULL,0
6826,0,NULL,NULL,NULL,162557
6827,0,NULL,NULL,NULL,162615
6828,0,NULL,NULL,NULL,0
6829,0,NULL,NULL,NULL,162813
6830,0,NULL,NULL,NULL,162787
6831,0,NULL,NULL,NULL,0
6832,0,NULL,NULL,NULL,162564
6833,0,NULL,NULL,NULL,162239
6834,0,NULL,NULL,NULL,162585
6835,0,NULL,NULL,NULL,159119
6836,0,NULL,NULL,NULL,162677
6837,0,NULL,NULL,NULL,0
6838,0,NULL,NULL,NULL,0
6839,0,NULL,NULL,NULL,0
6840,0,NULL,NULL,NULL,0
6841,0,NULL,NULL,NULL,0
6842,0,NULL,NULL,NULL,162755
6843,0,NULL,NULL,NULL,161776
6844,0,NULL,NULL,NULL,162508
6845,0,NULL,NULL,NULL,162609
6846,0,NULL,NULL,NULL,0
6847,0,NULL,NULL,NULL,162564
6848,0,NULL,NULL,NULL,161373
6849,0,NULL,NULL,NULL,0
6850,0,NULL,NULL,NULL,0
6851,0,NULL,NULL,NULL,0
6852,0,NULL,NULL,NULL,162816
6853,0,NULL,NULL,NULL,0
6854,0,NULL,NULL,NULL,0
6855,0,NULL,NULL,NULL,0
6856,0,NULL,NULL,NULL,0
6857,0,NULL,NULL,NULL,157206
6858,0,NULL,NULL,NULL,162764
6859,0,NULL,NULL,NULL,161888
6860,0,NULL,NULL,NULL,139722
6861,0,NULL,NULL,NULL,162279
6862,0,NULL,NULL,NULL,162837
6863,0,NULL,NULL,NULL,162806
6864,0,NULL,NULL,NULL,162582
6865,0,NULL,NULL,NULL,162021
6866,0,NULL,NULL,NULL,160185
6867,0,NULL,NULL,NULL,162009
6868,0,NULL,NULL,NULL,162612
6869,0,NULL,NULL,NULL,162599
6870,0,NULL,NULL,NULL,161844
6871,0,NULL,NULL,NULL,161378
6872,0,NULL,NULL,NULL,162806
6873,0,NULL,NULL,NULL,0
6874,0,NULL,NULL,NULL,162786
6875,0,NULL,NULL,NULL,162843
6876,0,NULL,NULL,NULL,0
6877,0,NULL,NULL,NULL,0
6878,0,NULL,NULL,NULL,0
6879,0,NULL,NULL,NULL,162615
6880,0,NULL,NULL,NULL,162615
6881,47,NULL,NULL,1,0
6882,0,NULL,NULL,NULL,0
6883,0,NULL,NULL,NULL,161888
6884,0,NULL,NULL,NULL,162683
6885,0,NULL,NULL,NULL,0
6886,0,NULL,NULL,NULL,162755
6887,0,NULL,NULL,NULL,162793
6888,0,NULL,NULL,NULL,162249
6889,0,NULL,NULL,1,0
6890,0,NULL,NULL,NULL,162784
6891,0,NULL,NULL,NULL,162817
6892,0,NULL,NULL,NULL,162564
6893,0,NULL,NULL,NULL,160909
6894,0,NULL,NULL,NULL,162677
6895,0,NULL,NULL,NULL,159925
6896,0,NULL,NULL,NULL,162598
6897,0,NULL,NULL,1,0
6898,0,NULL,NULL,NULL,162557
6899,0,NULL,NULL,NULL,0
6900,0,NULL,NULL,NULL,161889
6901,0,NULL,NULL,NULL,162683
6902,0,NULL,NULL,NULL,162276
6903,0,NULL,NULL,NULL,0
6904,0,NULL,NULL,1,0
6905,0,NULL,NULL,NULL,157908
6906,0,NULL,NULL,NULL,161113
6907,0,NULL,NULL,NULL,162825
6908,0,NULL,NULL,NULL,162821
6909,0,NULL,NULL,NULL,0
6910,0,NULL,NULL,NULL,162787
6911,0,NULL,NULL,NULL,162765
6912,0,NULL,NULL,NULL,162689
6913,0,NULL,NULL,NULL,162323
6914,0,NULL,NULL,NULL,160992
6915,0,NULL,NULL,NULL,160992
6916,0,NULL,NULL,NULL,162169
6917,0,NULL,NULL,1,0
6918,0,NULL,NULL,NULL,0
6919,0,NULL,NULL,NULL,162193
6920,0,NULL,NULL,NULL,162609
6921,0,NULL,NULL,NULL,0
6922,0,NULL,NULL,NULL,162193
6923,0,NULL,NULL,NULL,162809
6924,0,NULL,NULL,NULL,162755
6925,0,NULL,NULL,NULL,162764
6926,0,NULL,NULL,NULL,162797
6927,0,NULL,NULL,NULL,162824
6928,0,NULL,NULL,NULL,0
6929,0,NULL,NULL,NULL,162633
6930,0,NULL,NULL,NULL,162595
6931,0,NULL,NULL,NULL,162142
6932,0,NULL,NULL,NULL,160992
6933,0,NULL,NULL,NULL,162022
6934,0,NULL,NULL,NULL,162598
6935,0,NULL,NULL,NULL,162240
6936,0,NULL,NULL,NULL,162685
6937,0,NULL,NULL,NULL,162080
6938,0,NULL,NULL,NULL,162508
6939,0,NULL,NULL,1,0
6940,0,NULL,NULL,NULL,162559
6941,0,NULL,NULL,NULL,0
6942,0,NULL,NULL,NULL,0
6943,0,NULL,NULL,NULL,162302
6944,0,NULL,NULL,NULL,0
6945,0,NULL,NULL,NULL,162519
6946,0,NULL,NULL,NULL,0
6947,0,NULL,NULL,NULL,162100
6948,0,NULL,NULL,NULL,162100
6949,0,NULL,NULL,NULL,162765
6950,0,NULL,NULL,NULL,161970
6951,0,NULL,NULL,NULL,0
6952,0,NULL,NULL,NULL,162765
6953,0,NULL,NULL,NULL,162501
6954,0,NULL,NULL,NULL,162145
6955,0,NULL,NULL,NULL,0
6956,0,NULL,NULL,NULL,0
6957,0,NULL,NULL,NULL,0
6958,0,NULL,NULL,NULL,0
6959,0,NULL,NULL,NULL,162302
6960,0,NULL,NULL,NULL,0
6961,0,NULL,NULL,1,0
6962,0,NULL,NULL,NULL,162559
6963,0,NULL,NULL,NULL,162656
6964,0,NULL,NULL,NULL,160992
6965,0,NULL,NULL,NULL,0
6966,0,NULL,NULL,NULL,161222
6967,0,NULL,NULL,NULL,162809
6968,0,NULL,NULL,NULL,0
6969,0,NULL,NULL,NULL,162100
6970,0,NULL,NULL,NULL,162806
6971,0,NULL,NULL,NULL,162687
6972,0,NULL,NULL,NULL,162253
6973,0,NULL,NULL,NULL,161561
6974,51,NULL,NULL,1,0
6975,0,NULL,NULL,NULL,161222
6976,13,NULL,NULL,1,0
6977,0,NULL,NULL,NULL,162764
6978,0,NULL,NULL,NULL,162755
6979,0,NULL,NULL,NULL,160652
6980,0,NULL,NULL,NULL,162658
6981,0,NULL,NULL,NULL,162738
6982,0,NULL,NULL,NULL,0
6983,0,NULL,NULL,NULL,0
6984,0,NULL,NULL,NULL,162677
6985,0,NULL,NULL,NULL,162817
6986,0,NULL,NULL,NULL,162601
6987,0,NULL,NULL,NULL,160992
6988,0,NULL,NULL,NULL,0
6989,0,NULL,NULL,NULL,162764
6990,0,NULL,NULL,NULL,162240
6991,0,NULL,NULL,NULL,162788
6992,0,NULL,NULL,NULL,159775
6993,0,NULL,NULL,NULL,162755
6994,0,NULL,NULL,NULL,162755
6995,0,NULL,NULL,NULL,0
6996,0,NULL,NULL,NULL,0
6997,0,NULL,NULL,NULL,0
6998,0,NULL,NULL,NULL,0
6999,0,NULL,NULL,NULL,159403
7000,0,NULL,NULL,NULL,161098
7001,0,NULL,NULL,NULL,162601
7002,0,NULL,NULL,NULL,0
7003,0,NULL,NULL,NULL,162598
7004,0,NULL,NULL,NULL,161856
7005,0,NULL,NULL,NULL,123218
7006,0,NULL,NULL,NULL,0
7007,0,NULL,NULL,NULL,162824
7008,0,NULL,NULL,NULL,0
7009,0,NULL,NULL,NULL,162646
7010,0,NULL,NULL,NULL,162323
7011,0,NULL,NULL,NULL,161430
7012,0,NULL,NULL,NULL,162683
7013,0,NULL,NULL,NULL,162302
7014,0,NULL,NULL,NULL,162598
7015,0,NULL,NULL,NULL,162851
7016,0,NULL,NULL,NULL,162603
7017,0,NULL,NULL,NULL,0
7018,0,NULL,NULL,NULL,0
7019,0,NULL,NULL,NULL,0
7020,0,NULL,NULL,NULL,162279
7021,0,NULL,NULL,NULL,162869
7022,0,NULL,NULL,NULL,161801
7023,0,NULL,NULL,NULL,162280
7024,0,NULL,NULL,NULL,153679
7025,0,NULL,NULL,NULL,161373
7026,0,NULL,NULL,NULL,162646
7027,0,NULL,NULL,NULL,162869
7028,0,NULL,NULL,NULL,162869
7029,27,NULL,NULL,1,0
7030,13,NULL,NULL,1,0
7031,0,NULL,NULL,NULL,0
7032,0,NULL,NULL,NULL,160185
7033,0,NULL,NULL,NULL,161856
7034,70,NULL,NULL,1,0
7035,0,NULL,NULL,NULL,161362
7036,0,NULL,NULL,NULL,162517
7037,0,NULL,NULL,NULL,160618
7038,0,NULL,NULL,NULL,162787
7039,0,NULL,NULL,NULL,162240
7040,0,NULL,NULL,NULL,162240
7041,0,NULL,NULL,NULL,0
7042,0,NULL,NULL,NULL,160992
7043,0,NULL,NULL,NULL,162848
7044,0,NULL,NULL,NULL,162557
7045,0,NULL,NULL,NULL,162764
7046,0,NULL,NULL,NULL,0
7047,0,NULL,NULL,NULL,162814
7048,0,NULL,NULL,NULL,158288
7049,65,NULL,NULL,NULL,0
7050,0,NULL,NULL,NULL,0
7051,0,NULL,NULL,NULL,162633
7052,0,NULL,NULL,NULL,161816
7053,0,NULL,NULL,NULL,162527
7054,0,NULL,NULL,NULL,0
7055,0,NULL,NULL,NULL,162199
7056,0,NULL,NULL,NULL,0
7057,0,NULL,NULL,NULL,0
7058,0,NULL,NULL,NULL,0
7059,0,NULL,NULL,NULL,0
7060,0,NULL,NULL,NULL,162558
7061,0,NULL,NULL,NULL,162868
7062,0,NULL,NULL,NULL,0
7063,0,NULL,NULL,NULL,0
7064,0,NULL,NULL,NULL,161783
7065,0,NULL,NULL,NULL,158332
7066,0,NULL,NULL,NULL,0
7067,0,NULL,NULL,NULL,162634
7068,44,NULL,NULL,7,0
7069,0,NULL,NULL,1,0
7070,11,NULL,NULL,1,0
7071,0,NULL,NULL,NULL,0
7072,0,NULL,NULL,NULL,161399
7073,0,NULL,NULL,NULL,162800
7074,0,NULL,NULL,1,0
7075,0,NULL,NULL,NULL,162756
7076,0,NULL,NULL,NULL,162722
7077,0,NULL,NULL,NULL,157656
7078,0,NULL,NULL,NULL,160185
7079,0,NULL,NULL,NULL,162677
7080,18,NULL,NULL,8,0
7081,0,NULL,NULL,NULL,162646
7082,0,NULL,NULL,NULL,162816
7083,0,NULL,NULL,NULL,161786
7084,0,NULL,NULL,NULL,162227
7085,0,NULL,NULL,NULL,161970
7086,0,NULL,NULL,NULL,0
7087,0,NULL,NULL,NULL,162853
7088,0,NULL,NULL,NULL,162824
7089,0,NULL,NULL,NULL,162824
7090,0,NULL,NULL,NULL,0
7091,0,NULL,NULL,NULL,162675
7092,0,NULL,NULL,NULL,161430
7093,0,NULL,NULL,NULL,0
7094,0,NULL,NULL,NULL,162728
7095,0,NULL,NULL,1,0
7096,0,NULL,NULL,NULL,162630
7097,0,NULL,NULL,NULL,162824
7098,0,NULL,NULL,NULL,0
7099,0,NULL,NULL,NULL,162274
7100,0,NULL,NULL,NULL,123638
7101,0,NULL,NULL,NULL,162689
7102,0,NULL,NULL,NULL,0
7103,0,NULL,NULL,NULL,0
7104,0,NULL,NULL,NULL,162325
7105,0,NULL,NULL,NULL,162689
7106,0,NULL,NULL,NULL,0
7107,0,NULL,NULL,NULL,0
7108,0,NULL,NULL,NULL,162847
7109,0,NULL,NULL,NULL,162646
7110,0,NULL,NULL,NULL,0
7111,0,NULL,NULL,NULL,162022
7112,0,NULL,NULL,NULL,0
7113,0,NULL,NULL,NULL,162848
7114,0,NULL,NULL,NULL,0
7115,0,NULL,NULL,NULL,161902
7116,0,NULL,NULL,NULL,0
7117,0,NULL,NULL,NULL,162853
7118,0,NULL,NULL,NULL,160994
7119,0,NULL,NULL,NULL,162823
7120,0,NULL,NULL,7,0
7121,0,NULL,NULL,NULL,162632
7122,0,NULL,NULL,NULL,162770
7123,0,NULL,NULL,NULL,148519
7124,0,NULL,NULL,NULL,162664
7125,0,NULL,NULL,NULL,0
7126,0,NULL,NULL,NULL,162691
7127,0,NULL,NULL,NULL,162670
7128,0,NULL,NULL,NULL,162169
7129,0,NULL,NULL,NULL,0
7130,0,NULL,NULL,NULL,0
7131,0,NULL,NULL,NULL,162557
7132,0,NULL,NULL,NULL,162859
7133,0,NULL,NULL,NULL,0
7134,0,NULL,NULL,NULL,162801
7135,0,NULL,NULL,NULL,161113
7136,0,NULL,NULL,NULL,162843
7137,0,NULL,NULL,NULL,0
7138,0,NULL,NULL,NULL,160770
7139,0,NULL,NULL,NULL,161775
7140,0,NULL,NULL,NULL,162770
7141,0,NULL,NULL,NULL,161889
7142,0,NULL,NULL,NULL,0
7143,0,NULL,NULL,NULL,162765
7144,0,NULL,NULL,NULL,162843
7145,0,NULL,NULL,NULL,162800
7146,0,NULL,NULL,NULL,162515
7147,0,NULL,NULL,NULL,0
7148,0,NULL,NULL,NULL,0
7149,0,NULL,NULL,NULL,0
7150,0,NULL,NULL,NULL,160004
7151,0,NULL,NULL,NULL,159363
7152,0,NULL,NULL,NULL,153311
7153,0,NULL,NULL,NULL,162821
7154,0,NULL,NULL,NULL,162658
7155,0,NULL,NULL,NULL,162100
7156,0,NULL,NULL,NULL,0
7157,0,NULL,NULL,NULL,162677
7158,0,NULL,NULL,NULL,162749
7159,0,NULL,NULL,NULL,162683
7160,30,NULL,NULL,1,0
7161,0,NULL,NULL,NULL,0
7162,0,NULL,NULL,NULL,0
7163,0,NULL,NULL,NULL,161997
7164,0,NULL,NULL,NULL,160994
7165,0,NULL,NULL,NULL,162635
7166,0,NULL,NULL,NULL,0
7167,0,NULL,NULL,NULL,157973
7168,0,NULL,NULL,NULL,0
7169,0,NULL,NULL,NULL,0
7170,0,NULL,NULL,NULL,0
7171,0,NULL,NULL,NULL,0
7172,0,NULL,NULL,NULL,161956
7173,0,NULL,NULL,NULL,161378
7174,0,NULL,NULL,NULL,162770
7175,0,NULL,NULL,NULL,0
7176,0,NULL,NULL,NULL,162633
7177,0,NULL,NULL,NULL,162615
7178,0,NULL,NULL,NULL,161513
7179,0,NULL,NULL,NULL,162632
7180,65,NULL,NULL,46,0
7181,0,NULL,NULL,NULL,162169
7182,0,NULL,NULL,NULL,0
7183,0,NULL,NULL,NULL,162191
7184,0,NULL,NULL,NULL,162710
7185,0,NULL,NULL,NULL,162882
7186,0,NULL,NULL,NULL,162310
7187,0,NULL,NULL,NULL,161813
7188,0,NULL,NULL,NULL,162800
7189,0,NULL,NULL,NULL,162722
7190,0,NULL,NULL,NULL,162886
7191,0,NULL,NULL,NULL,162620
7192,0,NULL,NULL,NULL,162633
7193,0,NULL,NULL,NULL,162857
7194,0,NULL,NULL,NULL,0
7195,0,NULL,NULL,NULL,162830
7196,0,NULL,NULL,NULL,162767
7197,0,NULL,NULL,NULL,0
7198,0,NULL,NULL,NULL,162879
7199,0,NULL,NULL,NULL,0
7200,0,NULL,NULL,NULL,0
7201,0,NULL,NULL,NULL,162310
7202,0,NULL,NULL,NULL,162638
7203,0,NULL,NULL,NULL,162319
7204,0,NULL,NULL,NULL,0
7205,0,NULL,NULL,NULL,0
7206,0,NULL,NULL,NULL,161844
7207,0,NULL,NULL,NULL,161561
7208,0,NULL,NULL,NULL,161561
7209,11,NULL,NULL,1,0
7210,0,NULL,NULL,NULL,0
7211,0,NULL,NULL,NULL,162738
7212,0,NULL,NULL,NULL,162858
7213,0,NULL,NULL,NULL,162860
7214,0,NULL,NULL,NULL,162674
7215,0,NULL,NULL,NULL,0
7216,0,NULL,NULL,NULL,162869
7217,0,NULL,NULL,NULL,162675
7218,0,NULL,NULL,NULL,160185
7219,0,NULL,NULL,NULL,162529
7220,0,NULL,NULL,NULL,162797
7221,0,NULL,NULL,NULL,160185
7222,0,NULL,NULL,NULL,0
7223,0,NULL,NULL,NULL,161326
7224,0,NULL,NULL,NULL,161774
7225,0,NULL,NULL,NULL,162273
7226,0,NULL,NULL,NULL,162848
7227,0,NULL,NULL,NULL,162797
7228,0,NULL,NULL,NULL,162869
7229,0,NULL,NULL,NULL,162858
7230,0,NULL,NULL,NULL,162564
7231,0,NULL,NULL,NULL,162830
7232,0,NULL,NULL,1,0
7233,0,NULL,NULL,NULL,0
7234,0,NULL,NULL,NULL,0
7235,0,NULL,NULL,NULL,0
7236,0,NULL,NULL,NULL,162837
7237,0,NULL,NULL,NULL,162508
7238,0,NULL,NULL,NULL,162378
7239,0,NULL,NULL,NULL,0
7240,0,NULL,NULL,NULL,162585
7241,0,NULL,NULL,NULL,161856
7242,0,NULL,NULL,NULL,162540
7243,0,NULL,NULL,NULL,160957
7244,0,NULL,NULL,NULL,162675
7245,0,NULL,NULL,NULL,162869
7246,0,NULL,NULL,NULL,0
7247,0,NULL,NULL,NULL,0
7248,0,NULL,NULL,NULL,0
7249,0,NULL,NULL,NULL,162519
7250,0,NULL,NULL,NULL,161880
7251,0,NULL,NULL,NULL,162797
7252,0,NULL,NULL,NULL,0
7253,0,NULL,NULL,NULL,159996
7254,0,NULL,NULL,NULL,162630
7255,0,NULL,NULL,NULL,0
7256,0,NULL,NULL,NULL,162876
7257,0,NULL,NULL,NULL,161964
7258,0,NULL,NULL,NULL,162526
7259,0,NULL,NULL,NULL,162085
7260,0,NULL,NULL,NULL,162888
7261,0,NULL,NULL,NULL,161941
7262,0,NULL,NULL,NULL,162700
7263,0,NULL,NULL,NULL,162653
7264,0,NULL,NULL,NULL,162683
7265,0,NULL,NULL,NULL,162298
7266,0,NULL,NULL,NULL,162320
7267,0,NULL,NULL,NULL,0
7268,0,NULL,NULL,NULL,0
7269,0,NULL,NULL,NULL,162503
7270,0,NULL,NULL,NULL,0
7271,0,NULL,NULL,NULL,162503
7272,0,NULL,NULL,NULL,0
7273,0,NULL,NULL,NULL,0
7274,0,NULL,NULL,NULL,162621
7275,0,NULL,NULL,NULL,162699
7276,0,NULL,NULL,NULL,162859
7277,0,NULL,NULL,NULL,0
7278,0,NULL,NULL,NULL,162749
7279,0,NULL,NULL,NULL,162791
7280,0,NULL,NULL,NULL,0
7281,0,NULL,NULL,NULL,0
7282,0,NULL,NULL,NULL,162875
7283,0,NULL,NULL,NULL,161977
7284,0,NULL,NULL,NULL,161432
7285,0,NULL,NULL,NULL,162682
7286,0,NULL,NULL,NULL,162835
7287,0,NULL,NULL,NULL,158275
7288,65,NULL,NULL,1,0
7289,0,NULL,NULL,NULL,162107
7290,0,NULL,NULL,NULL,162689
7291,0,NULL,NULL,NULL,162764
7292,0,NULL,NULL,NULL,162085
7293,0,NULL,NULL,NULL,0
7294,0,NULL,NULL,NULL,157736
7295,0,NULL,NULL,NULL,162646
7296,0,NULL,NULL,NULL,160992
7297,0,NULL,NULL,NULL,162863
7298,0,NULL,NULL,NULL,162572
7299,0,NULL,NULL,NULL,162862
7300,0,NULL,NULL,NULL,0
7301,0,NULL,NULL,NULL,160618
7302,0,NULL,NULL,NULL,0
7303,0,NULL,NULL,NULL,0
7304,0,NULL,NULL,8,0
7305,0,NULL,NULL,NULL,0
7306,0,NULL,NULL,NULL,160705
7307,0,NULL,NULL,NULL,157973
7308,0,NULL,NULL,NULL,162837
7309,0,NULL,NULL,NULL,159775
7310,0,NULL,NULL,NULL,0
7311,0,NULL,NULL,NULL,0
7312,0,NULL,NULL,NULL,161345
7313,0,NULL,NULL,NULL,162085
7314,0,NULL,NULL,NULL,162685
7315,0,NULL,NULL,NULL,161384
7316,0,NULL,NULL,NULL,0
7317,0,NULL,NULL,NULL,162804
7318,0,NULL,NULL,NULL,162810
7319,0,NULL,NULL,NULL,161778
7320,0,NULL,NULL,NULL,162883
7321,0,NULL,NULL,NULL,162817
7322,0,NULL,NULL,NULL,162178
7323,0,NULL,NULL,NULL,161561
7324,0,NULL,NULL,NULL,161586
7325,0,NULL,NULL,NULL,0
7326,0,NULL,NULL,NULL,0
7327,0,NULL,NULL,NULL,162658
7328,0,NULL,NULL,NULL,162633
7329,0,NULL,NULL,NULL,0
7330,0,NULL,NULL,46,162839
7331,0,NULL,NULL,NULL,0
7332,65,NULL,NULL,46,0
7333,0,NULL,NULL,NULL,0
7334,0,NULL,NULL,NULL,162752
7335,0,NULL,NULL,NULL,162883
7336,0,NULL,NULL,NULL,162609
7337,0,NULL,NULL,NULL,162880
7338,0,NULL,NULL,NULL,162710
7339,0,NULL,NULL,NULL,162882
7340,0,NULL,NULL,NULL,162080
7341,0,NULL,NULL,NULL,161858
7342,0,NULL,NULL,NULL,160149
7343,0,NULL,NULL,NULL,162527
7344,44,NULL,NULL,1,0
7345,0,NULL,NULL,NULL,162648
7346,0,NULL,NULL,NULL,0
7347,0,NULL,NULL,NULL,161113
7348,0,NULL,NULL,NULL,162908
7349,0,NULL,NULL,NULL,162882
7350,0,NULL,NULL,NULL,162882
7351,0,NULL,NULL,NULL,161456
7352,0,NULL,NULL,NULL,0
7353,0,NULL,NULL,NULL,0
7354,0,NULL,NULL,NULL,0
7355,0,NULL,NULL,NULL,162765
7356,0,NULL,NULL,NULL,160605
7357,0,NULL,NULL,NULL,162266
7358,0,NULL,NULL,NULL,162836
7359,0,NULL,NULL,NULL,0
7360,0,NULL,NULL,NULL,162817
7361,0,NULL,NULL,NULL,162775
7362,0,NULL,NULL,NULL,0
7363,0,NULL,NULL,NULL,0
7364,0,NULL,NULL,NULL,0
7365,0,NULL,NULL,NULL,162609
7366,0,NULL,NULL,NULL,159990
7367,0,NULL,NULL,NULL,0
7368,0,NULL,NULL,NULL,161248
7369,0,NULL,NULL,NULL,161781
7370,0,NULL,NULL,NULL,148519
7371,0,NULL,NULL,NULL,68748
7372,0,NULL,NULL,NULL,0
7373,0,NULL,NULL,NULL,162782
7374,0,NULL,NULL,NULL,0
7375,0,NULL,NULL,NULL,0
7376,0,NULL,NULL,NULL,0
7377,0,NULL,NULL,NULL,0
7378,0,NULL,NULL,NULL,162311
7379,0,NULL,NULL,NULL,162311
7380,0,NULL,NULL,NULL,0
7381,0,NULL,NULL,NULL,0
7382,0,NULL,NULL,NULL,0
7383,0,NULL,NULL,NULL,0
7384,0,NULL,NULL,NULL,162612
7385,0,NULL,NULL,NULL,162520
7386,0,NULL,NULL,NULL,0
7387,0,NULL,NULL,NULL,162784
7388,0,NULL,NULL,NULL,162878
7389,0,NULL,NULL,NULL,162878
7390,0,NULL,NULL,NULL,162813
7391,0,NULL,NULL,1,0
7392,0,NULL,NULL,NULL,0
7393,0,NULL,NULL,NULL,160618
7394,0,NULL,NULL,NULL,162126
7395,0,NULL,NULL,NULL,162909
7396,0,NULL,NULL,NULL,0
7397,0,NULL,NULL,NULL,162689
7398,0,NULL,NULL,NULL,0
7399,0,NULL,NULL,NULL,162022
7400,0,NULL,NULL,NULL,0
7401,0,NULL,NULL,NULL,0
7402,0,NULL,NULL,NULL,0
7403,0,NULL,NULL,NULL,162910
7404,0,NULL,NULL,NULL,162119
7405,0,NULL,NULL,NULL,0
7406,0,NULL,NULL,NULL,162193
7407,0,NULL,NULL,NULL,162689
7408,0,NULL,NULL,NULL,162794
7409,0,NULL,NULL,NULL,162249
7410,0,NULL,NULL,NULL,162689
7411,0,NULL,NULL,NULL,0
